ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
167,0.0,0,0.0,0,0.027,0,0,0,0.0,16.2,0.0,0,73.293,0,0,0,5.91,0.08,0.04,0,0.0,3.88,0.0,0.04,0,0.02,0,0.51,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then homogenized at 1200°C for 15h, followed by hot forging to reduce the average grain size. The forged specimens were then solution annealed at 1100°C for 150min for static recrystallization. All specimens were immediately quenched in water. The annealed strips with an initial thickness of 8mm were cold rolled to a thickness reduction of 95%. The thickness reduction in each pass was about 0.2mm. Multi-pass cold rolling was performed at temperature of 25°C at the strain rate of 0.5s-1. The reversion of martensite to austenite for the 95% cold rolled specimen was performed by isothermal annealing at temperature of 850°C for different times from 180s.",1075.0,1710.0,37.0
168,0.0,0,0.0,0,0.027,0,0,0,0.0,16.2,0.0,0,73.293,0,0,0,5.91,0.08,0.04,0,0.0,3.88,0.0,0.04,0,0.02,0,0.51,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then homogenized at 1200°C for 15h, followed by hot forging to reduce the average grain size. The forged specimens were then solution annealed at 1100°C for 150min for static recrystallization. All specimens were immediately quenched in water. The annealed strips with an initial thickness of 8mm were cold rolled to a thickness reduction of 95%. The thickness reduction in each pass was about 0.2mm. Multi-pass cold rolling was performed at temperature of 25°C at the strain rate of 0.5s-1. The reversion of martensite to austenite for the 95% cold rolled specimen was performed by isothermal annealing at temperature of 850°C for different times from 600s.",870.0,1420.0,34.0
169,0.0,0,0.0,0,0.027,0,0,0,0.0,16.2,0.0,0,73.293,0,0,0,5.91,0.08,0.04,0,0.0,3.88,0.0,0.04,0,0.02,0,0.51,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then homogenized at 1200°C for 15h, followed by hot forging to reduce the average grain size. The forged specimens were then solution annealed at 1100°C for 150min for static recrystallization. All specimens were immediately quenched in water. The annealed strips with an initial thickness of 8mm were cold rolled to a thickness reduction of 95%. The thickness reduction in each pass was about 0.2mm. Multi-pass cold rolling was performed at temperature of 25°C at the strain rate of 0.5s-1. The reversion of martensite to austenite for the 95% cold rolled specimen was performed by isothermal annealing at temperature of 850°C for different times from 1800s.",780.0,1160.0,25.0
170,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1. For the Q&T process, the samples were quenched by oil to ambient temperature to obtain the full martensite after austenitized at 900 °C, followed by tempered at 280 °C for 120 min.",1635.0,1715.0,13.7
171,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1.  For the B-QP process, all samples were austenitized at 900 °C for 20 min, followed by an isothermal holding in the salt bath at different temperatures. Some of them were quenched to 320 °C above the Ms and held for 2 min, respectively, to obtain different bainite contents and subsequently quenched into a salt bath at 190 °C for 30 min with the purpose of promoting carbon partitioning and finally air-cooled to ambient temperature. All samples treated by B-QP processes were tempered at 280 °C for 120 min.",1508.0,1638.0,16.9
172,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1.  For the B-QP process, all samples were austenitized at 900 °C for 20 min, followed by an isothermal holding in the salt bath at different temperatures. Some of them were quenched to 320 °C above the Ms and held for 7 min, respectively, to obtain different bainite contents and subsequently quenched into a salt bath at 190 °C for 30 min with the purpose of promoting carbon partitioning and finally air-cooled to ambient temperature. All samples treated by B-QP processes were tempered at 280 °C for 120 min.",1490.0,1617.0,18.6
173,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1.  For the B-QP process, all samples were austenitized at 900 °C for 20 min, followed by an isothermal holding in the salt bath at different temperatures. Some of them were quenched to 320 °C above the Ms and held for 17 min, respectively, to obtain different bainite contents and subsequently quenched into a salt bath at 190 °C for 30 min with the purpose of promoting carbon partitioning and finally air-cooled to ambient temperature. All samples treated by B-QP processes were tempered at 280 °C for 120 min.",1265.0,1605.0,18.7
174,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1. Some others were quenched in a salt bath at 360 °C for 5 min , to obtain different bainite morphologies in the case of the same bainite volume fraction and then directly transferred to 190 °C and held for 30 min and eventually quenched by air to room temperature. All samples treated by B-QP processes were tempered at 280 °C for 120 min.",1437.0,1584.0,18.9
175,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.8,0,0,0,1.8,0.3,0.0,0,0.05,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.05,0.0,0,0,0,"The casting ingots produced in a vacuum induction furnace were forged into a billet with section dimension of 65 mm × 25 mm × 1000 mm with a finish-forging temperature of 950 °C. The different heat treatment processes of the experimental steel are demonstrated in Fig. 1. Some others were quenched in a salt bath at 400 °C for 30 min, to obtain different bainite morphologies in the case of the same bainite volume fraction and then directly transferred to 190 °C and held for 30 min and eventually quenched by air to room temperature. All samples treated by B-QP processes were tempered at 280 °C for 120 min.",1345.0,1540.0,19.2
176,0.0,0,0.0,0,0.38,0,0,0,0.0,0.0,0.0,0,96.44,0,0,0,1.58,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.6,0,0,0.0,0.0,0.0,0,0,0,"The experimental steels were smelted in a vacuum induction furnace and cast as 150 kg ingots. Slabs with thicknesses of 30 mm were heated to 1200 °C by a heating furnace for homogenization. The slabs were held at 1200 °C for 2 hours before air cooling to 1050 °C for hot rolling. The homogenized slabs were rolled to 3 mm on a trial hot rolling mill with a roll diameter of 450 mm via 7 passes and a total thickness reduction of 90 pct. The finishing temperature of hot rolling was controlled at 900 °C. Based on thermodynamic calculation results from Thermo-Calc, three different cooling modes after hot rolling were designed to ensure different initial microstructures: (i) Quenching (HR-QC), the hot-rolled plate was quenched to room temperature with water;The samples were put into a 900 °C muffle furnace for 300 seconds (average heating rate of ~ 5 °C/s) before the Q&P process, and the actual austenitizing time was approximately 120 seconds. The fully austenitized steels were cooled to the QT by a salt bath at a cooling rate of 71 °C/s to inhibit ferrite formation. The quenching temperature of 230 °C was determined with the constrained carbon equilibrium (CCE) model using the nominal composition of the steel.  Therefore, immediately after the initial quenching to QT, the samples were put into the second salt bath furnace, heated to 400 °C at a rate of 4 °C/s and then kept at 400 °C for 50 seconds. Finally, the steels were quenched in water.",1438.3,1553.1,10.9
177,0.0,0,0.0,0,0.38,0,0,0,0.0,0.0,0.0,0,96.44,0,0,0,1.58,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.6,0,0,0.0,0.0,0.0,0,0,0,"The experimental steels were smelted in a vacuum induction furnace and cast as 150 kg ingots. Slabs with thicknesses of 30 mm were heated to 1200 °C by a heating furnace for homogenization. The slabs were held at 1200 °C for 2 hours before air cooling to 1050 °C for hot rolling. The homogenized slabs were rolled to 3 mm on a trial hot rolling mill with a roll diameter of 450 mm via 7 passes and a total thickness reduction of 90 pct. The finishing temperature of hot rolling was controlled at 900 °C. Based on thermodynamic calculation results from Thermo-Calc, three different cooling modes after hot rolling were designed to ensure different initial microstructures:  (ii) Air cooling (HR-AC), the hot-rolled plate was placed in air and cooled to room temperature; The samples were put into a 900 °C muffle furnace for 300 seconds (average heating rate of ~ 5 °C/s) before the Q&P process, and the actual austenitizing time was approximately 120 seconds. The fully austenitized steels were cooled to the QT by a salt bath at a cooling rate of 71 °C/s to inhibit ferrite formation. The quenching temperature of 230 °C was determined with the constrained carbon equilibrium (CCE) model using the nominal composition of the steel.  Therefore, immediately after the initial quenching to QT, the samples were put into the second salt bath furnace, heated to 400 °C at a rate of 4 °C/s and then kept at 400 °C for 50 seconds. Finally, the steels were quenched in water.",1395.4,1538.3,12.7
178,0.0,0,0.0,0,0.38,0,0,0,0.0,0.0,0.0,0,96.44,0,0,0,1.58,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.6,0,0,0.0,0.0,0.0,0,0,0,"The experimental steels were smelted in a vacuum induction furnace and cast as 150 kg ingots. Slabs with thicknesses of 30 mm were heated to 1200 °C by a heating furnace for homogenization. The slabs were held at 1200 °C for 2 hours before air cooling to 1050 °C for hot rolling. The homogenized slabs were rolled to 3 mm on a trial hot rolling mill with a roll diameter of 450 mm via 7 passes and a total thickness reduction of 90 pct. The finishing temperature of hot rolling was controlled at 900 °C. Based on thermodynamic calculation results from Thermo-Calc, three different cooling modes after hot rolling were designed to ensure different initial microstructures:  (iii) Coil cooling (HR-CC), the hot-rolled plate was directly placed in a 600 °C furnace and furnaced cooled to simulate coil cooling. The samples were put into a 900 °C muffle furnace for 300 seconds (average heating rate of ~ 5 °C/s) before the Q&P process, and the actual austenitizing time was approximately 120 seconds. The fully austenitized steels were cooled to the QT by a salt bath at a cooling rate of 71 °C/s to inhibit ferrite formation. The quenching temperature of 230 °C was determined with the constrained carbon equilibrium (CCE) model using the nominal composition of the steel.  Therefore, immediately after the initial quenching to QT, the samples were put into the second salt bath furnace, heated to 400 °C at a rate of 4 °C/s and then kept at 400 °C for 50 seconds. Finally, the steels were quenched in water.",1350.2,1533.9,14.5
179,0.893,0,0.0,0,0.468,0,0,0,0.0,0.863,0.127,0,94.0717,0,0,0,1.53,0.0,0.0,0,0.0,0.0,0.0,0.0404,0,0.0169,0,1.99,0,0,0.0,0.0,0.0,0,0,0,"Therefore, in this study, medium-carbon steel was alloyed with Mn, Cr, Si, and Al to obtain carbide-free bainite. A casting of a 100 kg of steel with different alloying elements in an open-air induction furnace was carried out. The yield metal was made in Y-block shapes of 40 mm thickness. The chemical composition is listed in Table I. A thermomechanical process was carried out at 1473 K (1200 °C) as shown in Figure 1. A thermomechanical process was carried out at 1473 K (1200 °C). A cross-section area reduction of 95 pct was performed using hot forging followed by air cooling.",701.0,1067.0,18.46
180,1.92,0,0.0,0,0.393,0,0,0,0.0,0.938,0.128,0,93.3169,0,0,0,1.47,0.0,0.0,0,0.0,0.0,0.0,0.0386,0,0.0155,0,1.78,0,0,0.0,0.0,0.0,0,0,0,"Therefore, in this study, medium-carbon steel was alloyed with Mn, Cr, Si, and Al to obtain carbide-free bainite. A casting of a 100 kg of steel with different alloying elements in an open-air induction furnace was carried out. The yield metal was made in Y-block shapes of 40 mm thickness. The chemical composition is listed in Table I. A thermomechanical process was carried out at 1473 K (1200 °C) as shown in Figure 1. A thermomechanical process was carried out at 1473 K (1200 °C). A cross-section area reduction of 95 pct was performed using hot forging followed by air cooling.",646.0,942.0,19.88
181,0.002,0,0.0,0,0.18,0,0,0,0.0,0.0,0.0,0,96.606,0,0,0,1.8,0.0,0.0,0,0.001,0.0,0.0,0.011,0,0.0,0,1.4,0,0,0.0,0.0,0.0,0,0,0,"Rectangular sheet samples with dimensions of approximate 4.3 mm (width) ×10.5 mm (length) ×1.20 mm (thickness) were wire-cut along the rolling direction and then mechanically polished for quenching and partitioning (Q&amp;P) treatment. Q&amp;P treatment simulated using a DIL 805 L quenching dilatometer. The rectangular samples was firstly induction heated to 1210 K (just above the austenite finish temperature Ac 3) with preset heating rates of 4 K/s, respectively, followed by quenching into 583 K (below the martensite start temperature M s) at 70 K/s, and then were reheated to 703 K and partitioned for 90 s, finished by cooling at 30 K/s to room temperature. Samples directly quenched from 1210 K were prepared for comparison. The austenitization completes at 1157 K (the austenite finish temperature Ac 3). Regarding to the conventional slow-heating annealing, the cold-rolled ferrite/pearlite microstructure undergoes full recovery and recrystallization prior to austenitization. However, all samples in the present study were fully austenitized since the peak temperature of 1210 K is about 50 K higher than the Ac 3 temperature. The initial heating temperature was set to be 1173 K (just above the Ac3 temperature) and quenching/partitioning parameters were the same as shown in Fig. 1. ",1050.0,1180.0,16.5
